school_name,postal_code,mainlevel_code,latitude,longitude
PIONEER PRIMARY SCHOOL,699915,PRIMARY,1.354425929307369,103.7327909201966
POI CHING SCHOOL,529067,PRIMARY,1.357651218776781,103.9352464861737
PRESBYTERIAN HIGH SCHOOL,569845,SECONDARY (S1-S5),1.38175437421949,103.8423829687938
PRINCESS ELIZABETH PRIMARY SCHOOL,659163,PRIMARY,1.349190988575864,103.7407192080109
PUNGGOL COVE PRIMARY SCHOOL,828674,PRIMARY,1.411584555624553,103.89890448429
PUNGGOL GREEN PRIMARY SCHOOL,828772,PRIMARY,1.401725904505284,103.8987942623066
PUNGGOL PRIMARY SCHOOL,538787,PRIMARY,1.378200625476397,103.8946671595121
PUNGGOL SECONDARY SCHOOL,828870,SECONDARY (S1-S5),1.402057384213998,103.9092137064815
PUNGGOL VIEW PRIMARY SCHOOL,828845,PRIMARY,1.405052502260583,103.9052990265681
QIFA PRIMARY SCHOOL,128104,PRIMARY,1.313265832680701,103.7566291018106
QIHUA PRIMARY SCHOOL,738525,PRIMARY,1.442035965575938,103.7883397620653
QUEENSTOWN PRIMARY SCHOOL,149303,PRIMARY,1.295529055877536,103.8076484756559
QUEENSTOWN SECONDARY SCHOOL,148800,SECONDARY (S1-S5),1.293521267746537,103.8131909800548
QUEENSWAY SECONDARY SCHOOL,149295,SECONDARY (S1-S5),1.300222715921892,103.8022072916252
RADIN MAS PRIMARY SCHOOL,99840,PRIMARY,1.274897015297713,103.8241157816578
RAFFLES GIRLS' PRIMARY SCHOOL,289072,PRIMARY,1.330041780682768,103.8063978289381
RAFFLES GIRLS' SCHOOL (SECONDARY),318871,SECONDARY (S1-S4),1.342174799322947,103.8431340472698
RAFFLES INSTITUTION,575954,MIXED LEVEL (S1-JC2),1.346290450133583,103.8436202472306
RED SWASTIKA SCHOOL,469719,PRIMARY,1.334056595808593,103.9343175284833
REGENT SECONDARY SCHOOL,689621,SECONDARY (S1-S5),1.393279083356832,103.7510344115285
RIVER VALLEY HIGH SCHOOL,649961,MIXED LEVEL (S1-JC2),1.344595842237198,103.708190688947
RIVER VALLEY PRIMARY SCHOOL,237993,PRIMARY,1.294183478428372,103.8360189415711
RIVERSIDE PRIMARY SCHOOL,737803,PRIMARY,1.447004264937856,103.8018890313332
RIVERSIDE SECONDARY SCHOOL,738524,SECONDARY (S1-S5),1.441101571391271,103.7883082364092
RIVERVALE PRIMARY SCHOOL,545092,PRIMARY,1.393335062982132,103.9045452532879
ROSYTH SCHOOL,555855,PRIMARY,1.372858365405815,103.8747717039899
RULANG PRIMARY SCHOOL,649295,PRIMARY,1.346738688890966,103.7184579554868
"SCHOOL OF SCIENCE AND TECHNOLOGY, SINGAPORE",138572,SECONDARY (S1-S4),1.312928106002766,103.7740115293219
"SCHOOL OF THE ARTS, SINGAPORE",227968,MIXED LEVEL (S1-JC2),1.299364804113185,103.8486874193626
SEMBAWANG PRIMARY SCHOOL,757715,PRIMARY,1.445745309602403,103.8211526762143
SEMBAWANG SECONDARY SCHOOL,757704,SECONDARY (S1-S5),1.445315021313872,103.8168432581173
SENG KANG PRIMARY SCHOOL,545166,PRIMARY,1.389250447782248,103.8995278792292
SENG KANG SECONDARY SCHOOL,545090,SECONDARY (S1-S5),1.38659683143747,103.898365036709
SENGKANG GREEN PRIMARY SCHOOL,797636,PRIMARY,1.392540093081118,103.8749848695505
SERANGOON GARDEN SECONDARY SCHOOL,555889,SECONDARY (S1-S5),1.369325704909471,103.8692703014753
SERANGOON SECONDARY SCHOOL,534237,SECONDARY (S1-S5),1.374655388274423,103.902138740699
SHUQUN PRIMARY SCHOOL,649332,PRIMARY,1.346869672590671,103.7215593872028
SI LING PRIMARY SCHOOL,739067,PRIMARY,1.432409357325257,103.786035065192
SINGAPORE CHINESE GIRLS' PRIMARY SCHOOL,309437,PRIMARY,1.320634083518409,103.8281649669527
SINGAPORE CHINESE GIRLS' SCHOOL,309437,SECONDARY (S1-S4),1.320634083518409,103.8281649669527
SINGAPORE SPORTS SCHOOL,737913,"MIXED LEVEL (S1-S5, JC1-JC2)",1.426411405563434,103.7894447939508
SOUTH VIEW PRIMARY SCHOOL,689762,PRIMARY,1.381431239876985,103.7471536709992
SPECTRA SECONDARY SCHOOL,737758,SECONDARY (S1-S4),1.4370375078996,103.8041004674866
SPRINGDALE PRIMARY SCHOOL,544799,PRIMARY,1.395285444633771,103.8894164135011
SPRINGFIELD SECONDARY SCHOOL,529593,SECONDARY (S1-S5),1.349573034714754,103.9303544606924
ST ANDREW'S JUNIOR COLLEGE,357691,JUNIOR COLLEGE,1.333065157409554,103.8635763770552
ST ANDREW'S SCHOOL (JUNIOR),359337,PRIMARY,1.331402553088687,103.8651171343843
ST ANDREW'S SCHOOL (SECONDARY),359342,SECONDARY (S1-S5),1.330693609680754,103.8662491385613
ST. ANTHONY'S CANOSSIAN PRIMARY SCHOOL,469701,PRIMARY,1.33472537301891,103.9412348682017
ST. ANTHONY'S CANOSSIAN SECONDARY SCHOOL,469700,SECONDARY (S1-S5),1.334663134988562,103.9419771669314
ST. ANTHONY'S PRIMARY SCHOOL,659401,PRIMARY,1.364119484758337,103.7492519190488
ST. GABRIEL'S PRIMARY SCHOOL,556742,PRIMARY,1.349307667955572,103.8623098999852
ST. GABRIEL'S SECONDARY SCHOOL,556140,SECONDARY (S1-S5),1.346487987321781,103.876094163287
ST. HILDA'S PRIMARY SCHOOL,529706,PRIMARY,1.349679789698374,103.937016363397
ST. HILDA'S SECONDARY SCHOOL,528986,SECONDARY (S1-S5),1.349739223853801,103.9376080321475
ST. JOSEPH'S INSTITUTION,308274,MIXED LEVEL (S1-JC2),1.323653134901521,103.8284989749843
ST. JOSEPH'S INSTITUTION JUNIOR,309331,PRIMARY,1.317814761185532,103.8456333345214
ST. MARGARET'S SCHOOL (PRIMARY),228197,PRIMARY,1.304144073583324,103.845820266438
ST. MARGARET'S SCHOOL (SECONDARY),259240,SECONDARY (S1-S5),1.319774640505861,103.8096022154017
ST. PATRICK'S SCHOOL,429058,SECONDARY (S1-S5),1.307883418718001,103.9176381937125
